Front Left Wheel Speed [RPM];Front Right Wheel Speed [RPM];Average Speed [RPM];Average Speed (aprox.) [km/h];Time [s];
0.0;0.0;0.0;0.0;0.006741046905517578;
0.0;0.0;0.0;0.0;0.016959190368652344;
0.0;0.0;0.0;0.0;0.026938199996948242;
0.0;0.0;0.0;0.0;0.037191152572631836;
0.0;0.0;0.0;0.0;0.04733014106750488;
0.0;0.0;0.0;0.0;0.0572969913482666;
0.0;0.0;0.0;0.0;0.06736111640930176;
0.0;0.0;0.0;0.0;0.07748103141784668;
0.0;0.0;0.0;0.0;0.08758711814880371;
0.0;0.0;0.0;0.0;0.09770512580871582;
0.0;0.0;0.0;0.0;0.10782098770141602;
0.0;0.0;0.0;0.0;0.11792802810668945;
0.0;0.0;0.0;0.0;0.1280360221862793;
0.0;0.0;0.0;0.0;0.13815903663635254;
0.0;0.0;0.0;0.0;0.14826416969299316;
0.0;0.0;0.0;0.0;0.15842914581298828;
0.0;0.0;0.0;0.0;0.16849708557128906;
0.0;0.0;0.0;0.0;0.1786060333251953;
0.0;0.0;0.0;0.0;0.18871307373046875;
0.0;0.0;0.0;0.0;0.1988210678100586;
0.0;0.0;0.0;0.0;0.20893621444702148;
0.0;0.0;0.0;0.0;0.21904301643371582;
0.0;0.0;0.0;0.0;0.2291581630706787;
0.0;0.0;0.0;0.0;0.23939204216003418;
0.0;0.0;0.0;0.0;0.24937820434570312;
0.0;0.0;0.0;0.0;0.2594881057739258;
0.0;0.0;0.0;0.0;0.2696061134338379;
0.0;0.0;0.0;0.0;0.2797060012817383;
0.0;0.0;0.0;0.0;0.28983116149902344;
0.0;0.0;0.0;0.0;0.2999382019042969;
0.0;0.0;0.0;0.0;0.31004905700683594;
0.0;0.0;0.0;0.0;0.3201601505279541;
0.0;0.0;0.0;0.0;0.33026719093322754;
0.0;0.0;0.0;0.0;0.3403801918029785;
0.0;0.0;0.0;0.0;0.35050201416015625;
0.0;0.0;0.0;0.0;0.3605990409851074;
0.0;0.0;0.0;0.0;0.3706991672515869;
0.0;0.0;0.0;0.0;0.3808259963989258;
0.0;0.0;0.0;0.0;0.3909339904785156;
0.0;0.0;0.0;0.0;0.40105700492858887;
0.0;0.0;0.0;0.0;0.41127610206604004;
0.0;0.0;0.0;0.0;0.4212660789489746;
0.0;0.0;0.0;0.0;0.4313700199127197;
0.0;0.0;0.0;0.0;0.4414989948272705;
0.0;0.0;0.0;0.0;0.45159006118774414;
